code_str,labels
"g = 0
if(g >= 4) {
    p = 1
}
else {
    j = 0
}
n = 4
y = 5
if(y < 2) {
    n = 5
}
else if(y < 2) {
    x = 1
}
else if(y < 0) {
    m = 5
}
for(int i=0; i<3; i++) {
    o = 2
}
m = 4
if(m <= 3) {
    a = 5
}
else if(m > 1) {
    n = 1
}
else if(m < 3) {
    o = 5
}
n = 2
if(n == 1) {
    x = 5
}
else if(n >= 5) {
    y = 3
}
else {
    h = 2
}
END","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
"for(int i=0; i<1; i++) {
    j = 1
}
r = 5
if(r >= 3) {
    s = 0
}
else if(r > 4) {
    g = 0
}
for(int i=0; i<2; i++) {
    n = 3
}
i = 1
END","[1, 1, 1, 1]"
"p = 1
if(p >= 0) {
    q = 4
}
else if(p > 1) {
    f = 0
}
else if(p < 5) {
    x = 2
}
for(int i=0; i<2; i++) {
    t = 0
}
d = 2
END","[1, 0, 1, 1]"
"f = 5
if(f < 0) {
    f = 3
}
else if(f == 4) {
    t = 2
}
else {
    d = 1
}
y = 1
m = 0
for(int i=0; i<2; i++) {
    i = 4
}
c = 4
n = 5
END","[0, 0, 1]"
"z = 2
e = 4
q = 1
if(q < 5) {
    u = 1
}
else if(q > 2) {
    j = 2
}
q = 3
for(int i=0; i<0; i++) {
    g = 4
}
END","[1, 0, 0]"
"q = 3
g = 4
if(g < 4) {
    y = 1
}
else if(g <= 3) {
    u = 3
}
else {
    o = 1
}
for(int i=0; i<3; i++) {
    q = 2
}
END","[0, 0, 1]"
"h = 5
s = 5
if(s <= 3) {
    v = 4
}
else if(s <= 3) {
    o = 4
}
else if(s == 2) {
    i = 4
}
n = 0
if(n >= 2) {
    l = 3
}
else if(n >= 1) {
    a = 2
}
else {
    u = 0
}
for(int i=0; i<1; i++) {
    z = 1
}
for(int i=0; i<2; i++) {
    a = 0
}
END","[0, 0, 0, 0, 0, 1, 1]"
"a = 0
if(a > 3) {
    h = 0
}
else if(a == 1) {
    h = 3
}
else if(a >= 1) {
    w = 2
}
else {
    o = 3
}
e = 5
h = 2
for(int i=0; i<1; i++) {
    h = 2
}
for(int i=0; i<3; i++) {
    l = 1
}
END","[0, 0, 0, 1, 1]"
"x = 3
if(x < 1) {
    l = 4
}
else if(x >= 3) {
    f = 1
}
else if(x == 0) {
    q = 4
}
else {
    f = 2
}
v = 1
for(int i=0; i<2; i++) {
    b = 4
}
END","[0, 1, 0, 1]"
"y = 5
s = 3
for(int i=0; i<0; i++) {
    w = 0
}
o = 3
if(o >= 2) {
    x = 1
}
else {
    h = 5
}
p = 4
if(p > 3) {
    m = 1
}
else {
    o = 3
}
END","[0, 1, 1]"
"w = 1
if(w >= 3) {
    z = 3
}
else {
    e = 0
}
for(int i=0; i<3; i++) {
    o = 4
}
for(int i=0; i<0; i++) {
    n = 3
}
END","[0, 1, 0]"
"x = 5
if(x < 4) {
    u = 3
}
else if(x > 1) {
    l = 0
}
u = 2
b = 3
if(b < 1) {
    f = 3
}
else {
    j = 4
}
t = 2
if(t >= 5) {
    t = 0
}
else if(t == 4) {
    w = 2
}
d = 0
END","[0, 1, 0, 0, 0]"
"q = 5
o = 0
if(o == 5) {
    k = 4
}
else {
    d = 3
}
for(int i=0; i<1; i++) {
    t = 1
}
for(int i=0; i<1; i++) {
    g = 5
}
y = 5
if(y <= 1) {
    f = 1
}
else {
    p = 2
}
END","[0, 1, 1, 0]"
"for(int i=0; i<3; i++) {
    w = 5
}
a = 1
z = 3
j = 2
p = 0
m = 4
if(m < 4) {
    n = 5
}
else if(m > 1) {
    b = 3
}
else if(m > 0) {
    p = 2
}
END","[1, 0, 1, 1]"
"for(int i=0; i<2; i++) {
    r = 1
}
j = 4
w = 1
if(w >= 0) {
    f = 3
}
else {
    z = 5
}
c = 3
l = 1
for(int i=0; i<0; i++) {
    u = 0
}
l = 4
if(l < 5) {
    f = 2
}
else if(l < 3) {
    v = 3
}
else {
    v = 0
}
END","[1, 1, 0, 1, 0]"
"d = 3
o = 4
if(o < 5) {
    i = 2
}
else if(o <= 2) {
    q = 0
}
else if(o >= 4) {
    j = 4
}
for(int i=0; i<0; i++) {
    i = 0
}
d = 5
for(int i=0; i<0; i++) {
    f = 3
}
l = 2
if(l == 3) {
    h = 4
}
else {
    t = 1
}
END","[1, 0, 1, 0, 0, 0]"
"m = 0
if(m == 2) {
    i = 3
}
else {
    l = 2
}
v = 1
z = 5
for(int i=0; i<1; i++) {
    o = 3
}
n = 5
for(int i=0; i<1; i++) {
    z = 3
}
END","[0, 1, 1]"
"c = 4
if(c > 4) {
    i = 1
}
else if(c <= 4) {
    u = 3
}
p = 5
if(p >= 3) {
    c = 1
}
else if(p > 3) {
    d = 0
}
w = 3
if(w < 1) {
    y = 1
}
else if(w < 3) {
    e = 4
}
else {
    i = 0
}
s = 5
END","[0, 1, 1, 1, 0, 0]"
"v = 3
c = 1
z = 5
END",[]
"k = 4
f = 0
if(f == 0) {
    p = 1
}
else {
    y = 0
}
p = 1
if(p <= 3) {
    p = 5
}
else if(p < 4) {
    h = 4
}
else if(p <= 1) {
    y = 4
}
j = 0
u = 5
u = 0
END","[1, 1, 1, 1]"
"j = 4
if(j < 3) {
    p = 0
}
for(int i=0; i<1; i++) {
    e = 3
}
for(int i=0; i<3; i++) {
    k = 0
}
g = 5
y = 2
END","[0, 1, 1]"
"n = 0
if(n < 4) {
    v = 1
}
a = 0
if(a <= 5) {
    f = 5
}
y = 1
if(y == 3) {
    j = 2
}
else if(y > 4) {
    j = 3
}
END","[1, 1, 0, 0]"
"o = 1
for(int i=0; i<1; i++) {
    o = 1
}
e = 1
g = 5
if(g >= 5) {
    e = 0
}
else {
    u = 2
}
i = 5
if(i <= 4) {
    o = 2
}
v = 0
END","[1, 1, 0]"
"z = 5
for(int i=0; i<2; i++) {
    p = 0
}
u = 1
u = 5
if(u < 1) {
    o = 1
}
for(int i=0; i<0; i++) {
    q = 4
}
for(int i=0; i<2; i++) {
    p = 3
}
for(int i=0; i<3; i++) {
    v = 5
}
END","[1, 0, 0, 1, 1]"
"r = 1
if(r >= 4) {
    e = 0
}
i = 1
if(i >= 5) {
    h = 1
}
u = 1
for(int i=0; i<2; i++) {
    g = 5
}
v = 4
c = 3
if(c < 4) {
    p = 5
}
else {
    m = 2
}
END","[0, 0, 1, 1]"
"for(int i=0; i<0; i++) {
    c = 0
}
h = 4
if(h > 1) {
    t = 4
}
else {
    g = 0
}
m = 5
if(m > 4) {
    a = 3
}
j = 2
if(j > 3) {
    x = 1
}
else if(j == 3) {
    d = 4
}
else {
    o = 1
}
for(int i=0; i<0; i++) {
    f = 0
}
for(int i=0; i<2; i++) {
    z = 0
}
z = 1
if(z >= 5) {
    g = 5
}
else if(z >= 0) {
    t = 4
}
else if(z >= 2) {
    x = 5
}
else {
    x = 2
}
END","[0, 1, 1, 0, 0, 0, 1, 0, 1, 0]"
"y = 4
if(y >= 4) {
    o = 2
}
else {
    r = 1
}
for(int i=0; i<1; i++) {
    h = 5
}
u = 4
END","[1, 1]"
"b = 5
if(b == 4) {
    w = 0
}
else {
    p = 4
}
for(int i=0; i<0; i++) {
    t = 5
}
for(int i=0; i<0; i++) {
    n = 1
}
q = 0
if(q == 1) {
    e = 0
}
else if(q < 1) {
    b = 5
}
else if(q < 1) {
    f = 4
}
else {
    p = 0
}
h = 1
if(h > 1) {
    k = 2
}
else {
    h = 4
}
END","[0, 0, 0, 0, 1, 1, 0]"
"i = 0
w = 2
c = 0
i = 0
d = 3
if(d >= 2) {
    n = 4
}
else if(d >= 0) {
    m = 5
}
else {
    v = 5
}
END","[1, 1]"
"e = 0
if(e > 0) {
    q = 3
}
else if(e >= 1) {
    i = 4
}
q = 2
t = 2
for(int i=0; i<0; i++) {
    e = 3
}
y = 4
i = 1
for(int i=0; i<3; i++) {
    c = 4
}
END","[0, 0, 0, 1]"
"w = 0
if(w == 3) {
    l = 2
}
else if(w > 1) {
    q = 4
}
h = 5
for(int i=0; i<3; i++) {
    s = 0
}
g = 1
u = 1
END","[0, 0, 1]"
"h = 5
for(int i=0; i<1; i++) {
    a = 3
}
l = 5
d = 4
for(int i=0; i<1; i++) {
    k = 1
}
END","[1, 1]"
"i = 1
if(i < 5) {
    w = 4
}
else if(i < 4) {
    p = 2
}
else if(i == 5) {
    e = 2
}
m = 1
if(m <= 1) {
    z = 4
}
i = 3
if(i >= 2) {
    b = 5
}
else if(i <= 3) {
    z = 3
}
else if(i >= 5) {
    r = 4
}
p = 5
if(p < 5) {
    y = 4
}
else if(p > 3) {
    l = 3
}
else if(p < 2) {
    x = 2
}
else {
    m = 3
}
e = 4
if(e == 2) {
    t = 1
}
else if(e == 1) {
    b = 0
}
else if(e == 1) {
    k = 5
}
END","[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
"c = 0
if(c == 1) {
    n = 3
}
else if(c > 3) {
    s = 2
}
b = 1
if(b > 3) {
    i = 4
}
else {
    z = 2
}
for(int i=0; i<0; i++) {
    x = 4
}
for(int i=0; i<3; i++) {
    z = 0
}
a = 0
END","[0, 0, 0, 0, 1]"
"g = 1
if(g <= 5) {
    i = 0
}
else if(g == 3) {
    w = 4
}
for(int i=0; i<3; i++) {
    k = 2
}
for(int i=0; i<0; i++) {
    z = 3
}
for(int i=0; i<1; i++) {
    a = 4
}
END","[1, 0, 1, 0, 1]"
"t = 4
if(t > 4) {
    o = 4
}
else if(t >= 3) {
    h = 4
}
y = 2
i = 3
if(i >= 4) {
    d = 2
}
else {
    a = 1
}
f = 1
u = 0
if(u < 3) {
    f = 3
}
for(int i=0; i<3; i++) {
    j = 2
}
r = 4
END","[0, 1, 0, 1, 1]"
"w = 0
c = 0
x = 2
i = 2
END",[]
"t = 5
if(t > 2) {
    q = 2
}
else if(t <= 5) {
    y = 4
}
else if(t <= 5) {
    b = 5
}
i = 2
for(int i=0; i<3; i++) {
    b = 3
}
END","[1, 1, 1, 1]"
"r = 1
if(r >= 2) {
    u = 1
}
else if(r <= 5) {
    u = 3
}
else if(r <= 2) {
    u = 1
}
n = 5
for(int i=0; i<3; i++) {
    y = 3
}
y = 1
if(y <= 4) {
    o = 3
}
y = 4
if(y <= 5) {
    r = 2
}
else if(y >= 1) {
    z = 1
}
else if(y < 2) {
    b = 2
}
n = 4
b = 0
if(b <= 3) {
    q = 4
}
else if(b > 2) {
    w = 4
}
else {
    g = 5
}
END","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]"
"k = 4
f = 0
m = 5
if(m <= 0) {
    t = 2
}
else if(m <= 4) {
    q = 2
}
else if(m == 3) {
    y = 4
}
c = 0
g = 5
f = 4
END","[0, 0, 0]"
"z = 5
e = 4
w = 1
o = 0
p = 1
l = 2
y = 2
END",[]
"p = 2
j = 3
if(j < 0) {
    c = 5
}
else if(j < 0) {
    t = 4
}
else if(j > 1) {
    a = 5
}
x = 5
f = 0
g = 4
END","[0, 0, 1]"
"b = 5
d = 1
k = 0
if(k < 5) {
    o = 5
}
else if(k < 2) {
    l = 2
}
else if(k > 5) {
    p = 3
}
v = 4
if(v == 3) {
    b = 5
}
e = 1
if(e > 0) {
    b = 3
}
else if(e > 2) {
    i = 5
}
else {
    w = 3
}
END","[1, 1, 0, 0, 1, 0]"
"for(int i=0; i<2; i++) {
    h = 3
}
z = 4
for(int i=0; i<3; i++) {
    s = 5
}
f = 1
if(f > 1) {
    n = 1
}
else if(f < 5) {
    y = 5
}
for(int i=0; i<1; i++) {
    p = 4
}
i = 4
if(i > 0) {
    m = 3
}
else if(i < 4) {
    a = 2
}
else if(i <= 2) {
    d = 2
}
k = 1
END","[1, 1, 0, 1, 1, 1, 0, 0]"
"o = 2
e = 4
if(e >= 0) {
    s = 4
}
else {
    l = 2
}
i = 2
if(i <= 5) {
    n = 5
}
else if(i > 0) {
    m = 4
}
else if(i >= 5) {
    a = 3
}
for(int i=0; i<1; i++) {
    h = 2
}
for(int i=0; i<2; i++) {
    a = 0
}
END","[1, 1, 1, 0, 1, 1]"
"p = 5
if(p >= 1) {
    q = 0
}
else if(p <= 5) {
    y = 4
}
else if(p <= 2) {
    z = 1
}
u = 3
if(u > 0) {
    i = 1
}
else if(u > 3) {
    r = 5
}
for(int i=0; i<0; i++) {
    x = 4
}
s = 3
END","[1, 1, 0, 1, 0, 0]"
"l = 0
v = 3
k = 2
p = 1
if(p > 3) {
    t = 0
}
else if(p <= 0) {
    m = 2
}
else {
    z = 4
}
g = 5
i = 1
END","[0, 0]"
"b = 2
if(b >= 3) {
    r = 0
}
else {
    r = 5
}
e = 5
for(int i=0; i<0; i++) {
    f = 4
}
for(int i=0; i<2; i++) {
    c = 3
}
for(int i=0; i<0; i++) {
    p = 0
}
for(int i=0; i<3; i++) {
    j = 4
}
w = 3
END","[0, 0, 1, 0, 1]"
"f = 1
if(f > 0) {
    r = 3
}
else if(f <= 4) {
    n = 5
}
else {
    x = 2
}
q = 0
for(int i=0; i<0; i++) {
    i = 3
}
END","[1, 1, 0]"
"p = 5
r = 1
if(r >= 4) {
    n = 3
}
else if(r < 1) {
    s = 4
}
else {
    o = 5
}
k = 5
i = 0
q = 4
for(int i=0; i<1; i++) {
    x = 0
}
a = 1
END","[0, 0, 1]"
"for(int i=0; i<2; i++) {
    j = 5
}
v = 2
if(v > 1) {
    l = 1
}
else if(v <= 5) {
    b = 1
}
else {
    m = 3
}
m = 1
c = 0
e = 4
if(e == 2) {
    c = 0
}
else if(e == 4) {
    q = 5
}
else if(e > 0) {
    u = 5
}
for(int i=0; i<1; i++) {
    e = 5
}
END","[1, 1, 1, 0, 1, 1, 1]"
"d = 1
d = 4
if(d <= 2) {
    q = 0
}
else if(d < 3) {
    q = 4
}
else if(d < 4) {
    u = 5
}
r = 2
if(r > 3) {
    g = 2
}
else if(r >= 1) {
    c = 1
}
else {
    r = 5
}
j = 1
if(j == 2) {
    p = 2
}
else if(j <= 0) {
    o = 3
}
n = 2
END","[0, 0, 0, 0, 1, 0, 0]"
"o = 2
y = 2
q = 2
v = 2
if(v <= 3) {
    b = 2
}
else if(v > 3) {
    r = 2
}
else if(v < 2) {
    m = 4
}
o = 4
z = 2
for(int i=0; i<2; i++) {
    a = 5
}
END","[1, 0, 0, 1]"
"a = 1
w = 2
if(w >= 1) {
    a = 5
}
else {
    n = 1
}
k = 3
if(k == 0) {
    c = 3
}
else if(k <= 0) {
    x = 1
}
for(int i=0; i<1; i++) {
    u = 2
}
f = 0
END","[1, 0, 0, 1]"
"s = 5
w = 5
i = 2
t = 1
if(t == 4) {
    n = 0
}
for(int i=0; i<2; i++) {
    k = 0
}
for(int i=0; i<1; i++) {
    v = 4
}
h = 0
END","[0, 1, 1]"
"o = 4
if(o < 4) {
    m = 5
}
else if(o == 4) {
    m = 2
}
else if(o == 2) {
    s = 0
}
else {
    b = 5
}
c = 2
w = 0
END","[0, 1, 0]"
"a = 3
j = 2
e = 3
t = 1
m = 0
t = 3
if(t <= 3) {
    z = 1
}
else if(t <= 0) {
    l = 3
}
else {
    u = 4
}
b = 2
END","[1, 0]"
"l = 0
for(int i=0; i<3; i++) {
    a = 3
}
r = 0
if(r < 4) {
    n = 2
}
else {
    j = 1
}
for(int i=0; i<2; i++) {
    z = 2
}
x = 4
if(x == 2) {
    j = 5
}
r = 3
if(r < 5) {
    q = 5
}
else if(r <= 5) {
    j = 3
}
else if(r > 4) {
    a = 5
}
k = 0
END","[1, 1, 1, 0, 1, 1, 0]"
"a = 2
for(int i=0; i<0; i++) {
    i = 5
}
for(int i=0; i<1; i++) {
    s = 5
}
for(int i=0; i<2; i++) {
    c = 0
}
for(int i=0; i<1; i++) {
    j = 2
}
END","[0, 1, 1, 1]"
"k = 3
for(int i=0; i<3; i++) {
    o = 5
}
v = 3
for(int i=0; i<2; i++) {
    f = 1
}
for(int i=0; i<1; i++) {
    u = 0
}
p = 2
if(p == 0) {
    w = 5
}
else if(p <= 5) {
    w = 5
}
else if(p > 1) {
    j = 3
}
else {
    h = 5
}
END","[1, 1, 1, 0, 1, 1]"
"w = 0
if(w >= 4) {
    i = 4
}
n = 5
y = 1
x = 0
if(x == 4) {
    s = 4
}
else if(x > 0) {
    i = 0
}
i = 3
h = 4
END","[0, 0, 0]"
"g = 1
if(g >= 5) {
    n = 1
}
else if(g > 5) {
    v = 2
}
else {
    m = 2
}
for(int i=0; i<3; i++) {
    x = 3
}
a = 3
a = 2
h = 2
t = 4
END","[0, 0, 1]"
"c = 1
h = 4
if(h >= 5) {
    p = 0
}
else if(h < 1) {
    y = 0
}
q = 5
if(q <= 3) {
    r = 0
}
else if(q < 0) {
    p = 3
}
else if(q > 5) {
    p = 5
}
z = 5
o = 4
END","[0, 0, 0, 0, 0]"
"h = 3
for(int i=0; i<1; i++) {
    h = 5
}
e = 2
x = 2
END",[1]
"for(int i=0; i<2; i++) {
    y = 0
}
j = 3
p = 3
if(p <= 5) {
    i = 5
}
else if(p > 2) {
    m = 4
}
else {
    x = 5
}
END","[1, 1, 1]"
"v = 3
p = 2
if(p >= 2) {
    i = 2
}
else if(p <= 5) {
    r = 1
}
else if(p == 1) {
    w = 5
}
else {
    s = 4
}
p = 3
END","[1, 1, 0]"
"m = 2
if(m > 5) {
    j = 1
}
else if(m > 2) {
    x = 2
}
for(int i=0; i<1; i++) {
    u = 5
}
for(int i=0; i<1; i++) {
    k = 5
}
END","[0, 0, 1, 1]"
"for(int i=0; i<3; i++) {
    r = 5
}
v = 0
if(v < 4) {
    i = 0
}
else {
    m = 1
}
for(int i=0; i<3; i++) {
    m = 4
}
for(int i=0; i<1; i++) {
    p = 0
}
i = 4
f = 3
END","[1, 1, 1, 1]"
"b = 5
if(b == 5) {
    x = 3
}
else if(b > 3) {
    j = 1
}
else if(b > 1) {
    o = 2
}
else {
    r = 4
}
q = 3
n = 1
if(n < 3) {
    t = 3
}
else if(n == 5) {
    f = 3
}
else if(n <= 1) {
    h = 3
}
else {
    q = 2
}
END","[1, 1, 1, 1, 0, 1]"
"b = 5
if(b >= 4) {
    n = 3
}
else if(b > 2) {
    w = 4
}
for(int i=0; i<0; i++) {
    q = 5
}
u = 5
k = 1
c = 2
END","[1, 1, 0]"
"v = 4
if(v <= 5) {
    g = 2
}
else {
    t = 3
}
s = 0
k = 2
if(k <= 3) {
    k = 1
}
else if(k >= 2) {
    b = 5
}
else if(k < 0) {
    r = 0
}
q = 0
r = 1
END","[1, 1, 1, 0]"
"r = 3
if(r <= 2) {
    p = 1
}
for(int i=0; i<3; i++) {
    z = 2
}
n = 3
i = 5
if(i <= 0) {
    d = 1
}
else if(i > 5) {
    p = 1
}
else if(i > 1) {
    d = 2
}
for(int i=0; i<2; i++) {
    o = 2
}
END","[0, 1, 0, 0, 1, 1]"
"s = 0
if(s < 5) {
    b = 3
}
else if(s < 4) {
    o = 2
}
else if(s == 2) {
    c = 0
}
k = 3
if(k <= 3) {
    p = 0
}
else if(k <= 1) {
    g = 3
}
z = 1
if(z >= 0) {
    i = 1
}
else if(z >= 4) {
    y = 2
}
END","[1, 1, 0, 1, 0, 1, 0]"
"q = 0
z = 1
n = 2
u = 4
l = 3
k = 4
END",[]
"h = 5
if(h >= 5) {
    e = 1
}
else if(h <= 4) {
    z = 0
}
else {
    e = 2
}
o = 5
if(o >= 3) {
    h = 5
}
else if(o <= 0) {
    b = 1
}
else if(o == 4) {
    k = 4
}
for(int i=0; i<1; i++) {
    d = 0
}
for(int i=0; i<1; i++) {
    w = 2
}
t = 4
if(t > 2) {
    d = 0
}
b = 3
END","[1, 0, 1, 0, 0, 1, 1, 1]"
"a = 0
if(a == 4) {
    s = 5
}
o = 3
if(o < 3) {
    j = 1
}
else {
    w = 3
}
l = 5
l = 5
if(l == 2) {
    b = 0
}
else if(l == 3) {
    u = 4
}
else {
    a = 4
}
for(int i=0; i<3; i++) {
    h = 4
}
h = 5
if(h <= 3) {
    t = 4
}
else if(h == 2) {
    c = 2
}
else if(h < 1) {
    s = 3
}
for(int i=0; i<0; i++) {
    a = 4
}
END","[0, 0, 0, 0, 1, 0, 0, 0, 0]"
"for(int i=0; i<1; i++) {
    m = 1
}
s = 3
u = 2
if(u < 5) {
    i = 5
}
else if(u <= 5) {
    m = 0
}
END","[1, 1, 1]"
"z = 5
if(z > 3) {
    n = 0
}
else if(z > 0) {
    g = 2
}
else {
    j = 3
}
t = 3
if(t <= 4) {
    z = 2
}
else if(t >= 3) {
    v = 3
}
for(int i=0; i<0; i++) {
    s = 5
}
for(int i=0; i<2; i++) {
    v = 4
}
for(int i=0; i<3; i++) {
    g = 3
}
END","[1, 1, 1, 1, 0, 1, 1]"
"t = 3
m = 4
d = 4
n = 3
h = 1
if(h > 0) {
    s = 1
}
else if(h >= 2) {
    u = 4
}
else {
    c = 0
}
END","[1, 0]"
"for(int i=0; i<0; i++) {
    i = 1
}
v = 0
if(v >= 1) {
    e = 5
}
else if(v > 1) {
    g = 1
}
else if(v <= 0) {
    e = 3
}
for(int i=0; i<2; i++) {
    h = 5
}
l = 3
g = 1
END","[0, 0, 0, 1, 1]"
"n = 1
if(n == 3) {
    z = 0
}
else if(n > 3) {
    c = 3
}
else {
    j = 0
}
f = 2
if(f <= 2) {
    d = 3
}
else if(f >= 3) {
    p = 5
}
else if(f > 5) {
    x = 1
}
else {
    i = 1
}
for(int i=0; i<2; i++) {
    p = 1
}
END","[0, 0, 1, 0, 0, 1]"
"z = 1
w = 0
for(int i=0; i<3; i++) {
    q = 5
}
END",[1]
"p = 3
u = 1
f = 1
if(f < 5) {
    g = 4
}
else if(f <= 4) {
    v = 3
}
else {
    i = 1
}
s = 0
n = 4
if(n >= 4) {
    d = 5
}
else if(n >= 2) {
    o = 2
}
else if(n <= 5) {
    f = 2
}
else {
    c = 0
}
for(int i=0; i<3; i++) {
    x = 3
}
z = 2
if(z <= 4) {
    w = 0
}
else if(z <= 0) {
    g = 2
}
END","[1, 1, 1, 1, 1, 1, 1, 0]"
"v = 2
if(v == 4) {
    o = 1
}
else if(v == 3) {
    z = 5
}
else if(v <= 4) {
    a = 2
}
d = 0
if(d > 5) {
    b = 5
}
else if(d >= 4) {
    n = 5
}
else if(d <= 3) {
    h = 0
}
else {
    r = 4
}
for(int i=0; i<3; i++) {
    p = 0
}
for(int i=0; i<0; i++) {
    n = 4
}
l = 0
END","[0, 0, 1, 0, 0, 1, 1, 0]"
"j = 5
s = 4
h = 1
m = 5
for(int i=0; i<0; i++) {
    v = 4
}
for(int i=0; i<1; i++) {
    r = 2
}
m = 4
if(m >= 2) {
    y = 5
}
else {
    s = 0
}
END","[0, 1, 1]"
"c = 4
if(c >= 3) {
    f = 4
}
n = 3
for(int i=0; i<1; i++) {
    p = 1
}
t = 1
if(t <= 4) {
    a = 3
}
else if(t <= 2) {
    l = 0
}
else if(t > 2) {
    l = 0
}
n = 5
if(n == 3) {
    o = 0
}
else if(n > 0) {
    g = 4
}
else if(n <= 0) {
    p = 5
}
else {
    k = 4
}
i = 2
if(i < 4) {
    w = 0
}
else {
    y = 3
}
END","[1, 1, 1, 1, 0, 0, 1, 0, 1]"
"d = 5
l = 5
t = 4
b = 0
if(b >= 4) {
    x = 1
}
else if(b >= 3) {
    v = 3
}
else {
    m = 5
}
END","[0, 0]"
"for(int i=0; i<3; i++) {
    g = 3
}
for(int i=0; i<2; i++) {
    s = 2
}
w = 0
r = 0
j = 4
n = 5
b = 4
if(b >= 2) {
    t = 1
}
else if(b <= 3) {
    q = 3
}
else if(b > 4) {
    k = 3
}
else {
    f = 2
}
END","[1, 1, 1, 0, 0]"
"v = 5
if(v == 4) {
    b = 0
}
else if(v == 4) {
    f = 0
}
else {
    i = 4
}
for(int i=0; i<3; i++) {
    i = 5
}
k = 4
p = 0
w = 3
if(w <= 3) {
    a = 0
}
else if(w > 0) {
    f = 2
}
else if(w <= 5) {
    u = 2
}
i = 2
if(i > 4) {
    o = 0
}
else if(i <= 1) {
    t = 2
}
END","[0, 0, 1, 1, 1, 1, 0, 0]"
"h = 0
if(h >= 4) {
    m = 2
}
m = 3
if(m < 3) {
    h = 4
}
else if(m >= 3) {
    o = 5
}
k = 3
if(k >= 5) {
    z = 5
}
g = 3
i = 4
END","[0, 0, 1, 0]"
"m = 4
if(m <= 4) {
    u = 0
}
else if(m < 5) {
    z = 4
}
else if(m >= 4) {
    d = 3
}
else {
    f = 1
}
for(int i=0; i<0; i++) {
    h = 2
}
for(int i=0; i<2; i++) {
    w = 3
}
g = 0
if(g < 3) {
    a = 1
}
else if(g <= 0) {
    t = 4
}
else if(g > 3) {
    d = 3
}
z = 3
t = 1
if(t >= 2) {
    t = 0
}
else {
    u = 1
}
END","[1, 1, 1, 0, 1, 1, 1, 0, 0]"
"g = 3
x = 4
if(x == 1) {
    i = 3
}
else if(x == 4) {
    h = 3
}
else if(x > 0) {
    u = 3
}
else {
    v = 1
}
for(int i=0; i<0; i++) {
    a = 1
}
c = 0
e = 0
if(e < 1) {
    v = 4
}
else if(e > 5) {
    k = 0
}
else {
    r = 5
}
o = 3
if(o < 1) {
    n = 2
}
else if(o >= 1) {
    e = 2
}
else if(o <= 4) {
    f = 0
}
c = 1
END","[0, 1, 1, 0, 1, 0, 0, 1, 1]"
"for(int i=0; i<1; i++) {
    d = 0
}
y = 1
if(y <= 1) {
    u = 3
}
m = 0
END","[1, 1]"
"q = 3
n = 1
if(n < 3) {
    r = 2
}
p = 1
if(p <= 3) {
    h = 0
}
for(int i=0; i<3; i++) {
    y = 1
}
d = 4
if(d < 4) {
    s = 3
}
else {
    v = 0
}
for(int i=0; i<1; i++) {
    v = 0
}
l = 5
END","[1, 1, 1, 0, 1]"
"u = 0
if(u >= 4) {
    u = 3
}
for(int i=0; i<3; i++) {
    z = 2
}
x = 1
for(int i=0; i<0; i++) {
    h = 1
}
c = 5
i = 5
END","[0, 1, 0]"
"f = 0
if(f == 0) {
    w = 3
}
else {
    u = 4
}
y = 1
f = 1
for(int i=0; i<2; i++) {
    z = 0
}
m = 3
if(m <= 1) {
    c = 4
}
j = 4
END","[1, 1, 0]"
"q = 2
if(q == 4) {
    m = 2
}
else if(q < 4) {
    v = 0
}
else {
    v = 0
}
r = 4
if(r <= 4) {
    n = 1
}
else if(r < 5) {
    m = 4
}
y = 3
if(y >= 4) {
    u = 3
}
else if(y <= 3) {
    j = 3
}
else {
    n = 4
}
for(int i=0; i<0; i++) {
    e = 5
}
o = 5
END","[0, 1, 1, 1, 0, 1, 0]"
"j = 5
t = 3
i = 5
x = 0
l = 2
r = 0
u = 5
END",[]
"d = 4
for(int i=0; i<1; i++) {
    f = 3
}
e = 5
END",[1]
"for(int i=0; i<1; i++) {
    z = 1
}
z = 4
w = 4
if(w > 1) {
    x = 4
}
f = 3
for(int i=0; i<2; i++) {
    e = 0
}
e = 1
if(e < 1) {
    c = 4
}
else if(e > 3) {
    v = 1
}
else if(e == 0) {
    n = 5
}
else {
    n = 3
}
END","[1, 1, 1, 0, 0, 0]"
"l = 3
if(l > 2) {
    x = 5
}
else if(l < 1) {
    y = 1
}
else {
    t = 2
}
for(int i=0; i<2; i++) {
    p = 5
}
n = 0
t = 1
for(int i=0; i<3; i++) {
    b = 2
}
p = 2
if(p < 5) {
    i = 1
}
else if(p < 1) {
    u = 1
}
v = 4
END","[1, 0, 1, 1, 1, 0]"
"g = 4
d = 5
if(d <= 5) {
    r = 4
}
else if(d >= 3) {
    n = 5
}
else if(d > 4) {
    f = 2
}
y = 5
if(y >= 4) {
    s = 3
}
x = 1
e = 3
END","[1, 1, 1, 1]"
"i = 4
if(i >= 4) {
    e = 2
}
else if(i == 1) {
    l = 4
}
g = 3
t = 2
e = 4
s = 5
v = 1
j = 3
END","[1, 0]"
